'Elapsed time','MLII','V5'
'2:06.869',-0.365,-0.285
'2:06.872',-0.385,-0.285
'2:06.875',-0.385,-0.285
'2:06.878',-0.375,-0.280
'2:06.881',-0.365,-0.280
'2:06.883',-0.370,-0.285
'2:06.886',-0.375,-0.275
'2:06.889',-0.375,-0.285
'2:06.892',-0.375,-0.290
'2:06.894',-0.365,-0.290
'2:06.897',-0.370,-0.290
'2:06.900',-0.360,-0.295
'2:06.903',-0.365,-0.295
'2:06.906',-0.365,-0.295
'2:06.908',-0.375,-0.300
'2:06.911',-0.375,-0.295
'2:06.914',-0.365,-0.275
'2:06.917',-0.370,-0.280
'2:06.919',-0.370,-0.290
'2:06.922',-0.365,-0.310
'2:06.925',-0.380,-0.310
'2:06.928',-0.375,-0.305
'2:06.931',-0.380,-0.285
'2:06.933',-0.375,-0.290
'2:06.936',-0.370,-0.305
'2:06.939',-0.370,-0.310
'2:06.942',-0.380,-0.315
'2:06.944',-0.370,-0.310
'2:06.947',-0.365,-0.290
'2:06.950',-0.365,-0.300
'2:06.953',-0.360,-0.310
'2:06.956',-0.365,-0.335
'2:06.958',-0.370,-0.325
'2:06.961',-0.365,-0.320
'2:06.964',-0.360,-0.310
'2:06.967',-0.355,-0.320
'2:06.969',-0.350,-0.335
'2:06.972',-0.355,-0.340
'2:06.975',-0.370,-0.365
'2:06.978',-0.365,-0.340
'2:06.981',-0.360,-0.350
'2:06.983',-0.355,-0.355
'2:06.986',-0.360,-0.370
'2:06.989',-0.375,-0.375
'2:06.992',-0.385,-0.385
'2:06.994',-0.375,-0.390
'2:06.997',-0.385,-0.380
'2:07.000',-0.370,-0.395
'2:07.003',-0.385,-0.410
'2:07.006',-0.390,-0.415
'2:07.008',-0.395,-0.415
'2:07.011',-0.390,-0.410
'2:07.014',-0.395,-0.400
'2:07.017',-0.385,-0.415
'2:07.019',-0.390,-0.415
'2:07.022',-0.385,-0.425
'2:07.025',-0.395,-0.425
'2:07.028',-0.385,-0.410
'2:07.031',-0.380,-0.400
'2:07.033',-0.370,-0.395
'2:07.036',-0.365,-0.395
'2:07.039',-0.370,-0.405
'2:07.042',-0.370,-0.400
'2:07.044',-0.365,-0.380
'2:07.047',-0.355,-0.365
'2:07.050',-0.345,-0.360
'2:07.053',-0.345,-0.365
'2:07.056',-0.350,-0.350
'2:07.058',-0.350,-0.335
'2:07.061',-0.345,-0.315
'2:07.064',-0.320,-0.300
'2:07.067',-0.315,-0.295
'2:07.069',-0.310,-0.290
'2:07.072',-0.330,-0.275
'2:07.075',-0.315,-0.270
'2:07.078',-0.310,-0.260
'2:07.081',-0.300,-0.230
'2:07.083',-0.295,-0.230
'2:07.086',-0.290,-0.230
'2:07.089',-0.290,-0.225
'2:07.092',-0.305,-0.225
'2:07.094',-0.285,-0.220
'2:07.097',-0.280,-0.200
'2:07.100',-0.265,-0.210
'2:07.103',-0.265,-0.205
'2:07.106',-0.270,-0.210
'2:07.108',-0.280,-0.210
'2:07.111',-0.265,-0.210
'2:07.114',-0.265,-0.175
'2:07.117',-0.255,-0.205
'2:07.119',-0.255,-0.205
'2:07.122',-0.260,-0.205
'2:07.125',-0.275,-0.215
'2:07.128',-0.270,-0.210
'2:07.131',-0.275,-0.195
'2:07.133',-0.255,-0.205
'2:07.136',-0.265,-0.205
'2:07.139',-0.270,-0.215
'2:07.142',-0.280,-0.220
'2:07.144',-0.275,-0.215
'2:07.147',-0.270,-0.205
'2:07.150',-0.275,-0.210
'2:07.153',-0.285,-0.215
'2:07.156',-0.285,-0.230
'2:07.158',-0.300,-0.225
'2:07.161',-0.290,-0.220
'2:07.164',-0.285,-0.210
'2:07.167',-0.295,-0.210
'2:07.169',-0.290,-0.225
'2:07.172',-0.295,-0.220
'2:07.175',-0.315,-0.240
'2:07.178',-0.305,-0.220
'2:07.181',-0.300,-0.205
'2:07.183',-0.295,-0.220
'2:07.186',-0.300,-0.225
'2:07.189',-0.310,-0.240
'2:07.192',-0.320,-0.245
'2:07.194',-0.310,-0.225
'2:07.197',-0.295,-0.220
'2:07.200',-0.295,-0.225
'2:07.203',-0.295,-0.240
'2:07.206',-0.310,-0.250
'2:07.208',-0.305,-0.255
'2:07.211',-0.310,-0.250
'2:07.214',-0.300,-0.235
'2:07.217',-0.295,-0.240
'2:07.219',-0.305,-0.250
'2:07.222',-0.315,-0.260
'2:07.225',-0.320,-0.255
'2:07.228',-0.315,-0.245
'2:07.231',-0.305,-0.245
'2:07.233',-0.305,-0.245
'2:07.236',-0.320,-0.250
'2:07.239',-0.330,-0.255
'2:07.242',-0.335,-0.255
'2:07.244',-0.325,-0.270
'2:07.247',-0.330,-0.255
'2:07.250',-0.325,-0.245
'2:07.253',-0.325,-0.250
'2:07.256',-0.330,-0.250
'2:07.258',-0.340,-0.250
'2:07.261',-0.340,-0.250
'2:07.264',-0.330,-0.245
'2:07.267',-0.330,-0.250
'2:07.269',-0.335,-0.265
'2:07.272',-0.335,-0.270
'2:07.275',-0.345,-0.265
'2:07.278',-0.335,-0.250
'2:07.281',-0.325,-0.245
'2:07.283',-0.310,-0.245
'2:07.286',-0.325,-0.250
'2:07.289',-0.330,-0.270
'2:07.292',-0.340,-0.260
'2:07.294',-0.340,-0.255
'2:07.297',-0.325,-0.240
'2:07.300',-0.320,-0.245
'2:07.303',-0.335,-0.245
'2:07.306',-0.335,-0.255
'2:07.308',-0.345,-0.255
'2:07.311',-0.340,-0.250
'2:07.314',-0.320,-0.235
'2:07.317',-0.325,-0.245
'2:07.319',-0.320,-0.240
'2:07.322',-0.330,-0.260
'2:07.325',-0.340,-0.250
'2:07.328',-0.340,-0.255
'2:07.331',-0.330,-0.225
'2:07.333',-0.315,-0.230
'2:07.336',-0.320,-0.240
'2:07.339',-0.340,-0.260
'2:07.342',-0.340,-0.245
'2:07.344',-0.330,-0.225
'2:07.347',-0.315,-0.230
'2:07.350',-0.315,-0.235
'2:07.353',-0.305,-0.250
'2:07.356',-0.310,-0.250
'2:07.358',-0.315,-0.260
'2:07.361',-0.300,-0.245
'2:07.364',-0.275,-0.235
'2:07.367',-0.250,-0.225
'2:07.369',-0.255,-0.240
'2:07.372',-0.255,-0.235
'2:07.375',-0.270,-0.250
'2:07.378',-0.265,-0.220
'2:07.381',-0.245,-0.220
'2:07.383',-0.240,-0.215
'2:07.386',-0.225,-0.220
'2:07.389',-0.220,-0.220
'2:07.392',-0.225,-0.215
'2:07.394',-0.220,-0.195
'2:07.397',-0.220,-0.205
'2:07.400',-0.215,-0.205
'2:07.403',-0.215,-0.210
'2:07.406',-0.230,-0.205
'2:07.408',-0.250,-0.210
'2:07.411',-0.240,-0.185
'2:07.414',-0.235,-0.175
'2:07.417',-0.235,-0.180
'2:07.419',-0.235,-0.190
'2:07.422',-0.255,-0.200
'2:07.425',-0.265,-0.210
'2:07.428',-0.240,-0.195
'2:07.431',-0.220,-0.200
'2:07.433',-0.210,-0.215
'2:07.436',-0.240,-0.215
'2:07.439',-0.275,-0.235
'2:07.442',-0.300,-0.230
'2:07.444',-0.305,-0.225
'2:07.447',-0.315,-0.210
'2:07.450',-0.320,-0.225
'2:07.453',-0.330,-0.230
'2:07.456',-0.350,-0.230
'2:07.458',-0.360,-0.250
'2:07.461',-0.370,-0.245
'2:07.464',-0.355,-0.230
'2:07.467',-0.350,-0.235
'2:07.469',-0.345,-0.250
'2:07.472',-0.345,-0.260
'2:07.475',-0.350,-0.270
'2:07.478',-0.345,-0.255
'2:07.481',-0.355,-0.250
'2:07.483',-0.355,-0.250
'2:07.486',-0.355,-0.265
'2:07.489',-0.360,-0.255
'2:07.492',-0.380,-0.260
'2:07.494',-0.375,-0.255
'2:07.497',-0.370,-0.245
'2:07.500',-0.360,-0.245
'2:07.503',-0.355,-0.250
'2:07.506',-0.365,-0.265
'2:07.508',-0.370,-0.265
'2:07.511',-0.365,-0.250
'2:07.514',-0.375,-0.245
'2:07.517',-0.370,-0.255
'2:07.519',-0.370,-0.255
'2:07.522',-0.395,-0.270
'2:07.525',-0.405,-0.280
'2:07.528',-0.405,-0.290
'2:07.531',-0.410,-0.305
'2:07.533',-0.445,-0.335
'2:07.536',-0.475,-0.385
'2:07.539',-0.520,-0.425
'2:07.542',-0.565,-0.415
'2:07.544',-0.600,-0.325
'2:07.547',-0.570,-0.190
'2:07.550',-0.490,-0.065
'2:07.553',-0.335,0.030
'2:07.556',-0.180,0.110
'2:07.558',0.030,0.220
'2:07.561',0.340,0.360
'2:07.564',0.610,0.460
'2:07.567',0.785,0.450
'2:07.569',0.795,0.235
'2:07.572',0.620,-0.100
'2:07.575',0.260,-0.365
'2:07.578',-0.145,-0.400
'2:07.581',-0.405,-0.320
'2:07.583',-0.500,-0.295
'2:07.586',-0.485,-0.290
'2:07.589',-0.455,-0.290
'2:07.592',-0.420,-0.300
'2:07.594',-0.425,-0.300
'2:07.597',-0.410,-0.285
'2:07.600',-0.415,-0.285
'2:07.603',-0.400,-0.295
'2:07.606',-0.415,-0.305
'2:07.608',-0.430,-0.310
'2:07.611',-0.425,-0.295
'2:07.614',-0.425,-0.285
'2:07.617',-0.425,-0.300
'2:07.619',-0.420,-0.305
'2:07.622',-0.420,-0.305
'2:07.625',-0.430,-0.320
'2:07.628',-0.430,-0.305
'2:07.631',-0.415,-0.300
'2:07.633',-0.410,-0.290
'2:07.636',-0.405,-0.310
'2:07.639',-0.410,-0.305
'2:07.642',-0.415,-0.315
'2:07.644',-0.425,-0.310
'2:07.647',-0.415,-0.310
'2:07.650',-0.410,-0.300
'2:07.653',-0.415,-0.300
'2:07.656',-0.430,-0.310
'2:07.658',-0.445,-0.315
'2:07.661',-0.435,-0.300
'2:07.664',-0.425,-0.290
'2:07.667',-0.415,-0.305
'2:07.669',-0.425,-0.310
'2:07.672',-0.435,-0.320
'2:07.675',-0.440,-0.310
'2:07.678',-0.440,-0.310
'2:07.681',-0.435,-0.300
'2:07.683',-0.415,-0.305
'2:07.686',-0.420,-0.305
'2:07.689',-0.430,-0.320
'2:07.692',-0.435,-0.325
'2:07.694',-0.430,-0.310
'2:07.697',-0.425,-0.305
'2:07.700',-0.405,-0.305
'2:07.703',-0.415,-0.310
'2:07.706',-0.430,-0.315
'2:07.708',-0.425,-0.305
'2:07.711',-0.420,-0.285
'2:07.714',-0.410,-0.290
'2:07.717',-0.405,-0.305
'2:07.719',-0.405,-0.310
'2:07.722',-0.425,-0.330
'2:07.725',-0.435,-0.335
'2:07.728',-0.425,-0.325
'2:07.731',-0.420,-0.310
'2:07.733',-0.415,-0.305
'2:07.736',-0.425,-0.310
'2:07.739',-0.430,-0.320
'2:07.742',-0.445,-0.335
'2:07.744',-0.445,-0.330
'2:07.747',-0.430,-0.320
'2:07.750',-0.420,-0.330
'2:07.753',-0.425,-0.335
'2:07.756',-0.425,-0.350
'2:07.758',-0.440,-0.345
'2:07.761',-0.430,-0.340
'2:07.764',-0.425,-0.335
'2:07.767',-0.420,-0.345
'2:07.769',-0.420,-0.350
'2:07.772',-0.420,-0.380
'2:07.775',-0.435,-0.370
'2:07.778',-0.435,-0.365
'2:07.781',-0.425,-0.360
'2:07.783',-0.420,-0.380
'2:07.786',-0.420,-0.390
'2:07.789',-0.430,-0.395
'2:07.792',-0.430,-0.400
'2:07.794',-0.420,-0.395
'2:07.797',-0.425,-0.385
'2:07.800',-0.435,-0.415
'2:07.803',-0.440,-0.415
'2:07.806',-0.440,-0.435
'2:07.808',-0.465,-0.440
'2:07.811',-0.460,-0.435
'2:07.814',-0.455,-0.450
'2:07.817',-0.450,-0.435
'2:07.819',-0.450,-0.440
'2:07.822',-0.455,-0.440
'2:07.825',-0.465,-0.450
'2:07.828',-0.455,-0.435
'2:07.831',-0.455,-0.440
'2:07.833',-0.455,-0.425
'2:07.836',-0.460,-0.445
'2:07.839',-0.455,-0.445
'2:07.842',-0.470,-0.430
'2:07.844',-0.460,-0.420
'2:07.847',-0.450,-0.410
'2:07.850',-0.435,-0.390
'2:07.853',-0.440,-0.395
'2:07.856',-0.420,-0.390
'2:07.858',-0.415,-0.375
'2:07.861',-0.395,-0.355
'2:07.864',-0.375,-0.335
'2:07.867',-0.370,-0.320
'2:07.869',-0.375,-0.310
'2:07.872',-0.370,-0.320
'2:07.875',-0.370,-0.310
'2:07.878',-0.355,-0.300
'2:07.881',-0.350,-0.275
'2:07.883',-0.335,-0.280
'2:07.886',-0.345,-0.290
'2:07.889',-0.340,-0.295
'2:07.892',-0.360,-0.290
'2:07.894',-0.340,-0.270
'2:07.897',-0.330,-0.270
'2:07.900',-0.330,-0.280
'2:07.903',-0.335,-0.290
'2:07.906',-0.350,-0.300
'2:07.908',-0.355,-0.300
'2:07.911',-0.350,-0.285
'2:07.914',-0.335,-0.270
'2:07.917',-0.320,-0.260
'2:07.919',-0.325,-0.270
'2:07.922',-0.330,-0.285
'2:07.925',-0.345,-0.290
'2:07.928',-0.345,-0.295
'2:07.931',-0.340,-0.275
'2:07.933',-0.340,-0.285
'2:07.936',-0.340,-0.290
'2:07.939',-0.340,-0.280
'2:07.942',-0.355,-0.295
'2:07.944',-0.340,-0.285
'2:07.947',-0.325,-0.275
'2:07.950',-0.325,-0.275
'2:07.953',-0.330,-0.285
'2:07.956',-0.335,-0.290
'2:07.958',-0.355,-0.280
'2:07.961',-0.355,-0.280
'2:07.964',-0.365,-0.275
'2:07.967',-0.350,-0.295
'2:07.969',-0.355,-0.290
'2:07.972',-0.360,-0.300
'2:07.975',-0.365,-0.310
'2:07.978',-0.365,-0.285
'2:07.981',-0.360,-0.290
'2:07.983',-0.355,-0.295
'2:07.986',-0.350,-0.275
'2:07.989',-0.360,-0.310
'2:07.992',-0.370,-0.315
'2:07.994',-0.370,-0.305
'2:07.997',-0.370,-0.305
'2:08.000',-0.360,-0.310
'2:08.003',-0.375,-0.310
'2:08.006',-0.390,-0.330
'2:08.008',-0.385,-0.315
'2:08.011',-0.380,-0.300
'2:08.014',-0.365,-0.305
'2:08.017',-0.370,-0.325
'2:08.019',-0.380,-0.320
'2:08.022',-0.400,-0.335
'2:08.025',-0.400,-0.335
'2:08.028',-0.395,-0.330
'2:08.031',-0.395,-0.325
'2:08.033',-0.380,-0.310
'2:08.036',-0.375,-0.330
'2:08.039',-0.385,-0.340
'2:08.042',-0.390,-0.345
'2:08.044',-0.390,-0.315
'2:08.047',-0.375,-0.310
'2:08.050',-0.370,-0.310
'2:08.053',-0.380,-0.320
'2:08.056',-0.370,-0.330
'2:08.058',-0.395,-0.335
'2:08.061',-0.395,-0.335
'2:08.064',-0.395,-0.330
'2:08.067',-0.390,-0.335
'2:08.069',-0.390,-0.345
'2:08.072',-0.395,-0.345
'2:08.075',-0.410,-0.340
'2:08.078',-0.405,-0.320
'2:08.081',-0.390,-0.310
'2:08.083',-0.375,-0.315
'2:08.086',-0.380,-0.325
'2:08.089',-0.395,-0.345
'2:08.092',-0.405,-0.345
'2:08.094',-0.395,-0.325
'2:08.097',-0.395,-0.335
'2:08.100',-0.385,-0.325
'2:08.103',-0.390,-0.325
'2:08.106',-0.390,-0.320
'2:08.108',-0.395,-0.330
'2:08.111',-0.385,-0.330
'2:08.114',-0.385,-0.315
'2:08.117',-0.375,-0.320
'2:08.119',-0.400,-0.325
'2:08.122',-0.400,-0.345
'2:08.125',-0.405,-0.340
'2:08.128',-0.395,-0.330
'2:08.131',-0.390,-0.330
'2:08.133',-0.375,-0.325
'2:08.136',-0.360,-0.335
'2:08.139',-0.355,-0.330
'2:08.142',-0.355,-0.330
'2:08.144',-0.345,-0.325
'2:08.147',-0.350,-0.315
'2:08.150',-0.340,-0.330
'2:08.153',-0.340,-0.320
'2:08.156',-0.335,-0.320
'2:08.158',-0.330,-0.325
'2:08.161',-0.320,-0.295
'2:08.164',-0.305,-0.280
'2:08.167',-0.300,-0.280
'2:08.169',-0.295,-0.300
'2:08.172',-0.300,-0.310
'2:08.175',-0.305,-0.300
'2:08.178',-0.315,-0.295
'2:08.181',-0.305,-0.295
'2:08.183',-0.300,-0.295
'2:08.186',-0.305,-0.295
'2:08.189',-0.315,-0.295
'2:08.192',-0.320,-0.275
'2:08.194',-0.315,-0.265
'2:08.197',-0.315,-0.260
'2:08.200',-0.305,-0.280
'2:08.203',-0.325,-0.280
'2:08.206',-0.345,-0.295
'2:08.208',-0.355,-0.290
'2:08.211',-0.310,-0.290
'2:08.214',-0.295,-0.295
'2:08.217',-0.300,-0.300
'2:08.219',-0.340,-0.315
'2:08.222',-0.370,-0.330
'2:08.225',-0.390,-0.325
'2:08.228',-0.410,-0.305
'2:08.231',-0.410,-0.310
'2:08.233',-0.415,-0.320
'2:08.236',-0.410,-0.330
'2:08.239',-0.425,-0.345
'2:08.242',-0.435,-0.340
'2:08.244',-0.425,-0.340
'2:08.247',-0.410,-0.320
'2:08.250',-0.415,-0.315
'2:08.253',-0.420,-0.340
'2:08.256',-0.425,-0.335
'2:08.258',-0.440,-0.350
'2:08.261',-0.430,-0.345
'2:08.264',-0.435,-0.335
'2:08.267',-0.420,-0.335
'2:08.269',-0.420,-0.335
'2:08.272',-0.435,-0.335
'2:08.275',-0.440,-0.345
'2:08.278',-0.440,-0.340
'2:08.281',-0.435,-0.330
'2:08.283',-0.425,-0.330
'2:08.286',-0.425,-0.340
'2:08.289',-0.445,-0.360
'2:08.292',-0.455,-0.365
'2:08.294',-0.465,-0.385
'2:08.297',-0.485,-0.390
'2:08.300',-0.510,-0.415
'2:08.303',-0.530,-0.440
'2:08.306',-0.560,-0.480
'2:08.308',-0.600,-0.505
'2:08.311',-0.655,-0.505
'2:08.314',-0.675,-0.455
'2:08.317',-0.665,-0.405
'2:08.319',-0.610,-0.310
'2:08.322',-0.555,-0.230
'2:08.325',-0.470,-0.135
'2:08.328',-0.360,-0.065
'2:08.331',-0.235,-0.010
'2:08.333',-0.055,0.065
'2:08.336',0.205,0.200
'2:08.339',0.495,0.315
'2:08.342',0.715,0.385
'2:08.344',0.825,0.275
'2:08.347',0.740,-0.020
'2:08.350',0.415,-0.370
'2:08.353',-0.025,-0.520
'2:08.356',-0.375,-0.495
'2:08.358',-0.545,-0.415
'2:08.361',-0.570,-0.385
'2:08.364',-0.540,-0.355
'2:08.367',-0.485,-0.350
'2:08.369',-0.470,-0.350
'2:08.372',-0.460,-0.370
'2:08.375',-0.470,-0.375
'2:08.378',-0.475,-0.365
'2:08.381',-0.455,-0.355
'2:08.383',-0.445,-0.355
'2:08.386',-0.460,-0.355
'2:08.389',-0.465,-0.360
'2:08.392',-0.470,-0.365
'2:08.394',-0.470,-0.360
'2:08.397',-0.465,-0.340
'2:08.400',-0.460,-0.345
'2:08.403',-0.465,-0.345
'2:08.406',-0.460,-0.350
'2:08.408',-0.470,-0.355
'2:08.411',-0.470,-0.335
'2:08.414',-0.465,-0.345
'2:08.417',-0.460,-0.335
'2:08.419',-0.455,-0.355
'2:08.422',-0.465,-0.350
'2:08.425',-0.475,-0.350
'2:08.428',-0.470,-0.340
'2:08.431',-0.460,-0.325
'2:08.433',-0.440,-0.340
'2:08.436',-0.455,-0.345
'2:08.439',-0.460,-0.340
'2:08.442',-0.465,-0.350
'2:08.444',-0.470,-0.340
'2:08.447',-0.455,-0.330
'2:08.450',-0.440,-0.330
'2:08.453',-0.445,-0.335
'2:08.456',-0.455,-0.335
'2:08.458',-0.465,-0.340
'2:08.461',-0.460,-0.340
'2:08.464',-0.450,-0.330
'2:08.467',-0.450,-0.330
'2:08.469',-0.460,-0.340
'2:08.472',-0.455,-0.340
'2:08.475',-0.470,-0.335
'2:08.478',-0.460,-0.340
'2:08.481',-0.460,-0.325
'2:08.483',-0.465,-0.325
'2:08.486',-0.460,-0.345
'2:08.489',-0.475,-0.345
'2:08.492',-0.470,-0.345
'2:08.494',-0.475,-0.325
'2:08.497',-0.455,-0.315
'2:08.500',-0.450,-0.330
'2:08.503',-0.455,-0.330
'2:08.506',-0.455,-0.355
'2:08.508',-0.465,-0.355
'2:08.511',-0.445,-0.330
'2:08.514',-0.435,-0.330
'2:08.517',-0.425,-0.340
'2:08.519',-0.435,-0.345
'2:08.522',-0.440,-0.365
'2:08.525',-0.445,-0.370
'2:08.528',-0.445,-0.355
'2:08.531',-0.440,-0.345
'2:08.533',-0.445,-0.360
'2:08.536',-0.445,-0.365
'2:08.539',-0.450,-0.375
'2:08.542',-0.455,-0.385
'2:08.544',-0.460,-0.380
'2:08.547',-0.450,-0.375
'2:08.550',-0.450,-0.385
'2:08.553',-0.450,-0.385
'2:08.556',-0.465,-0.410
'2:08.558',-0.475,-0.405
'2:08.561',-0.475,-0.415
'2:08.564',-0.485,-0.410
'2:08.567',-0.470,-0.420
'2:08.569',-0.465,-0.430
'2:08.572',-0.470,-0.445
'2:08.575',-0.475,-0.435
'2:08.578',-0.480,-0.435
'2:08.581',-0.480,-0.425
'2:08.583',-0.465,-0.440
'2:08.586',-0.480,-0.450
'2:08.589',-0.485,-0.460
'2:08.592',-0.500,-0.460
'2:08.594',-0.495,-0.460
'2:08.597',-0.485,-0.450
'2:08.600',-0.480,-0.440
'2:08.603',-0.480,-0.445
'2:08.606',-0.490,-0.440
'2:08.608',-0.485,-0.425
'2:08.611',-0.475,-0.420
'2:08.614',-0.465,-0.385
'2:08.617',-0.450,-0.380
'2:08.619',-0.450,-0.380
'2:08.622',-0.445,-0.360
'2:08.625',-0.440,-0.360
'2:08.628',-0.415,-0.320
'2:08.631',-0.415,-0.310
'2:08.633',-0.385,-0.305
'2:08.636',-0.370,-0.295
'2:08.639',-0.380,-0.305
'2:08.642',-0.385,-0.280
'2:08.644',-0.370,-0.265
'2:08.647',-0.355,-0.255
'2:08.650',-0.345,-0.255
'2:08.653',-0.335,-0.250
'2:08.656',-0.340,-0.265
'2:08.658',-0.350,-0.265
'2:08.661',-0.350,-0.255
'2:08.664',-0.350,-0.240
'2:08.667',-0.330,-0.240
'2:08.669',-0.330,-0.245
'2:08.672',-0.335,-0.245
'2:08.675',-0.340,-0.255
'2:08.678',-0.330,-0.260
'2:08.681',-0.325,-0.250
'2:08.683',-0.310,-0.245
'2:08.686',-0.320,-0.245
'2:08.689',-0.330,-0.255
'2:08.692',-0.340,-0.265
'2:08.694',-0.340,-0.245
'2:08.697',-0.335,-0.240
'2:08.700',-0.335,-0.250
'2:08.703',-0.335,-0.260
'2:08.706',-0.335,-0.275
'2:08.708',-0.345,-0.285
'2:08.711',-0.345,-0.275
'2:08.714',-0.345,-0.250
'2:08.717',-0.330,-0.255
'2:08.719',-0.335,-0.260
'2:08.722',-0.345,-0.265
'2:08.725',-0.360,-0.280
'2:08.728',-0.345,-0.265
'2:08.731',-0.340,-0.260
'2:08.733',-0.335,-0.275
'2:08.736',-0.330,-0.265
'2:08.739',-0.335,-0.275
'2:08.742',-0.355,-0.285
'2:08.744',-0.355,-0.275
'2:08.747',-0.340,-0.270
'2:08.750',-0.335,-0.265
'2:08.753',-0.345,-0.275
'2:08.756',-0.340,-0.285
'2:08.758',-0.355,-0.290
'2:08.761',-0.355,-0.275
'2:08.764',-0.350,-0.265
'2:08.767',-0.340,-0.275
'2:08.769',-0.355,-0.285
'2:08.772',-0.360,-0.280
'2:08.775',-0.370,-0.290
'2:08.778',-0.375,-0.295
'2:08.781',-0.355,-0.275
'2:08.783',-0.355,-0.265
'2:08.786',-0.355,-0.285
'2:08.789',-0.370,-0.290
'2:08.792',-0.375,-0.300
'2:08.794',-0.375,-0.290
'2:08.797',-0.365,-0.270
'2:08.800',-0.360,-0.275
'2:08.803',-0.370,-0.280
'2:08.806',-0.365,-0.295
'2:08.808',-0.385,-0.300
'2:08.811',-0.370,-0.295
'2:08.814',-0.375,-0.280
'2:08.817',-0.360,-0.280
'2:08.819',-0.365,-0.285
'2:08.822',-0.365,-0.285
'2:08.825',-0.375,-0.290
'2:08.828',-0.370,-0.285
'2:08.831',-0.365,-0.280
'2:08.833',-0.355,-0.270
'2:08.836',-0.355,-0.285
'2:08.839',-0.365,-0.295
'2:08.842',-0.365,-0.285
'2:08.844',-0.370,-0.275
'2:08.847',-0.365,-0.265
'2:08.850',-0.355,-0.280
'2:08.853',-0.350,-0.285
'2:08.856',-0.370,-0.295
'2:08.858',-0.375,-0.295
'2:08.861',-0.375,-0.285
'2:08.864',-0.355,-0.270
'2:08.867',-0.345,-0.280
'2:08.869',-0.355,-0.285
'2:08.872',-0.360,-0.295
'2:08.875',-0.380,-0.295
'2:08.878',-0.370,-0.275
'2:08.881',-0.365,-0.270
'2:08.883',-0.360,-0.265
'2:08.886',-0.360,-0.280
'2:08.889',-0.370,-0.285
'2:08.892',-0.365,-0.290
'2:08.894',-0.370,-0.270
'2:08.897',-0.365,-0.270
'2:08.900',-0.350,-0.265
'2:08.903',-0.345,-0.270
'2:08.906',-0.355,-0.285
'2:08.908',-0.360,-0.290
'2:08.911',-0.340,-0.280
'2:08.914',-0.325,-0.270
'2:08.917',-0.290,-0.275
'2:08.919',-0.295,-0.270
'2:08.922',-0.290,-0.280
'2:08.925',-0.300,-0.280
'2:08.928',-0.290,-0.265
'2:08.931',-0.280,-0.260
'2:08.933',-0.265,-0.260
'2:08.936',-0.265,-0.260
'2:08.939',-0.260,-0.255
'2:08.942',-0.275,-0.245
'2:08.944',-0.255,-0.230
'2:08.947',-0.250,-0.235
'2:08.950',-0.250,-0.235
'2:08.953',-0.250,-0.230
'2:08.956',-0.270,-0.235
'2:08.958',-0.285,-0.225
'2:08.961',-0.280,-0.215
'2:08.964',-0.265,-0.205
'2:08.967',-0.260,-0.215
'2:08.969',-0.270,-0.220
'2:08.972',-0.305,-0.230
'2:08.975',-0.305,-0.220
'2:08.978',-0.290,-0.225
'2:08.981',-0.255,-0.220
'2:08.983',-0.225,-0.235
'2:08.986',-0.245,-0.240
'2:08.989',-0.270,-0.250
'2:08.992',-0.315,-0.260
'2:08.994',-0.325,-0.255
'2:08.997',-0.325,-0.255
'2:09.000',-0.330,-0.255
'2:09.003',-0.345,-0.255
'2:09.006',-0.360,-0.280
'2:09.008',-0.375,-0.280
'2:09.011',-0.375,-0.270
'2:09.014',-0.375,-0.260
'2:09.017',-0.360,-0.270
'2:09.019',-0.370,-0.280
'2:09.022',-0.375,-0.290
'2:09.025',-0.375,-0.280
'2:09.028',-0.375,-0.265
'2:09.031',-0.385,-0.265
'2:09.033',-0.385,-0.270
'2:09.036',-0.380,-0.270
'2:09.039',-0.390,-0.300
'2:09.042',-0.395,-0.305
'2:09.044',-0.390,-0.290
'2:09.047',-0.400,-0.275
'2:09.050',-0.395,-0.275
'2:09.053',-0.380,-0.280
'2:09.056',-0.395,-0.290
'2:09.058',-0.400,-0.290
'2:09.061',-0.400,-0.295
'2:09.064',-0.410,-0.310
'2:09.067',-0.425,-0.335
'2:09.069',-0.455,-0.370
'2:09.072',-0.500,-0.395
'2:09.075',-0.535,-0.435
'2:09.078',-0.565,-0.435
'2:09.081',-0.590,-0.360
'2:09.083',-0.580,-0.230
'2:09.086',-0.485,-0.080
'2:09.089',-0.350,0.030
'2:09.092',-0.200,0.150
'2:09.094',0.000,0.295
'2:09.097',0.255,0.430
'2:09.100',0.550,0.565
'2:09.103',0.800,0.680
'2:09.106',0.940,0.710
'2:09.108',0.955,0.605
'2:09.111',0.840,0.355
'2:09.114',0.580,0.020
'2:09.117',0.225,-0.265
'2:09.119',-0.115,-0.405
'2:09.122',-0.380,-0.415
'2:09.125',-0.535,-0.365
'2:09.128',-0.565,-0.335
'2:09.131',-0.530,-0.320
'2:09.133',-0.475,-0.305
'2:09.136',-0.420,-0.305
'2:09.139',-0.420,-0.315
'2:09.142',-0.435,-0.320
'2:09.144',-0.440,-0.315
'2:09.147',-0.425,-0.310
'2:09.150',-0.425,-0.315
'2:09.153',-0.425,-0.320
'2:09.156',-0.430,-0.340
'2:09.158',-0.450,-0.330
